* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 50, 1, 1
18977, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
18978, icy, minecraft:snowy_plains, MONSTER, adamsarsplus:mage, 50, 1, 2
18979, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
18980, icy, minecraft:snowy_plains, MONSTER, goety:reaper, 20, 1, 1
18981, icy, minecraft:snowy_plains, MONSTER, goety:wraith, 20, 1, 1
18982, icy, minecraft:snowy_plains, MONSTER, goety:web_spider, 10, 4, 4
18983, icy, minecraft:snowy_plains, MONSTER, goety:icy_spider, 50, 4, 4
18984, icy, minecraft:snowy_plains, MONSTER, goety:warlock, 10, 1, 1
18985, icy, minecraft:snowy_plains, MONSTER, goety:heretic, 15, 1, 1
18986, icy, minecraft:snowy_plains, MONSTER, goety:maverick, 15, 1, 1
18987, icy, minecraft:snowy_plains, MONSTER, goety_cataclysm:draugr_necromancer, 50, 1, 1
18988, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:mother_spider, 10, 1, 1
18989, icy, minecraft:snowy_plains, MONSTER, mowziesmobs:grottol, 25, 1, 1
18990, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
18991, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
18992, icy, minecraft:snowy_plains, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
18993, icy, minecraft:snowy_plains, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
18994, icy, minecraft:snowy_plains, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
18995, icy, minecraft:snowy_plains, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
18996, icy, minecraft:snowy_plains, MONSTER, irons_spellbooks:necromancer, 50, 1, 1
18997, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
18998, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
18999, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
19000, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
19001, icy, minecraft:snowy_plains, MONSTER, ancient_elements:scamp, 35, 1, 1
19002, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:senor_pumpkin, 15, 1, 2
19003, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
19004, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
19005, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
19006, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
19007, icy, minecraft:snowy_plains, MONSTER, knightquest:eldbomb, 50, 1, 2
19008, icy, minecraft:snowy_plains, MONSTER, knightquest:eldknight, 50, 1, 1
19009, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
19010, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
19011, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
19012, icy, minecraft:snowy_plains, MONSTER, ancient_elements:stone_golem, 50, 1, 1
19013, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
19014, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
19015, icy, minecraft:snowy_plains, MONSTER, ancient_elements:undead_miner, 50, 1, 2
19016, icy, minecraft:snowy_plains, MONSTER, terramity:uvogre, 10, 1, 1
19017, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
19018, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
19019, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
19020, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
19021, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 50, 2, 3
19022, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 50, 1, 2
19023, icy, minecraft:snowy_plains, CREATURE, tameablebeasts:tameable_chikote, 50, 1, 4
19024, icy, minecraft:snowy_plains, CREATURE, forbidden_arcanus:lost_soul, 50, 1, 3
19025, icy, minecraft:snowy_plains, CREATURE, crittersandcompanions:shima_enaga, 50, 2, 3
19026, icy, minecraft:snowy_plains, CREATURE, windswept:frostbiter, 50, 1, 3
19027, icy, minecraft:snowy_plains, CREATURE, vintagevibes:butterfly, 50, 8, 8
19028, icy, minecraft:snowy_plains, CREATURE, alexsmobs:moose, 50, 3, 4
19029, icy, minecraft:snowy_plains, CREATURE, alexsmobs:raccoon, 50, 2, 4
19030, icy, minecraft:snowy_plains, CREATURE, alexsmobs:snow_leopard, 50, 1, 2
19031, icy, minecraft:snowy_plains, CREATURE, alexsmobs:crow, 50, 3, 5
19032, icy, minecraft:snowy_plains, CREATURE, alexsmobs:tusklin, 50, 3, 5
19033, icy, minecraft:snowy_plains, CREATURE, alexsmobs:bison, 50, 6, 10
19034, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:drygmy, 15, 1, 2
19035, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:gift_starby, 50, 1, 1
19036, icy, minecraft:snowy_plains, CREATURE, faunify:hedgehog, 50, 2, 3
19037, icy, minecraft:snowy_plains, CREATURE, foolish:hyperborean, 50, 1, 1
19038, icy, minecraft:snowy_plains, CREATURE, faunify:opossum, 6, 2, 2
19039, icy, minecraft:snowy_plains, CREATURE, ecologics:penguin, 50, 4, 5
19040, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:starbuncle, 25, 1, 2
19041, icy, minecraft:snowy_plains, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
19042, icy, minecraft:snowy_plains, CREATURE, faunify:weasel, 6, 2, 3
19043, icy, minecraft:snowy_plains, CREATURE, ars_nouveau:whirlisprig, 15, 1, 2
19044, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 50, 8, 8
19045, icy, minecraft:snowy_plains, AMBIENT, caverns_and_chasms:glare, 50, 1, 1
19046, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:fly, 50, 2, 3
19047, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:cockroach, 50, 5, 5
19048, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:underminer, 50, 1, 1
19049, icy, minecraft:snowy_plains, AMBIENT, terramity:blue_fairy, 50, 1, 2
19050, icy, minecraft:snowy_plains, AMBIENT, terramity:cave_gnome, 10, 1, 3
19051, icy, minecraft:snowy_plains, AMBIENT, terramity:green_fairy, 50, 2, 3
19052, icy, minecraft:snowy_plains, AMBIENT, terramity:pink_fairy, 50, 1, 2
19053, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 50, 4, 6
19054, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
19055, icy, minecraft:snowy_plains, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
19056, icy, minecraft:snowy_plains, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
19057, icy, minecraft:snowy_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 50, 5, 12
19058, icy, minecraft:snowy_plains, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
19059, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:spider, 60, 4, 4
19060, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 60, 4, 4
19061, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 50, 1, 1
19062, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 60, 4, 4
19063, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:creeper, 60, 4, 4
19064, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:slime, 60, 4, 4
19065, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:enderman, 40, 1, 4
19066, extreme_hills, minecraft:snowy_slopes, MONSTER, minecraft:witch, 30, 1, 1
19067, extreme_hills, minecraft:snowy_slopes, MONSTER, species:bewereager, 50, 1, 2
19068, extreme_hills, minecraft:snowy_slopes, MONSTER, species:cliff_hanger, 50, 1, 1
19069, extreme_hills, minecraft:snowy_slopes, MONSTER, species:ghoul, 50, 1, 1
19070, extreme_hills, minecraft:snowy_slopes, MONSTER, embers:ancient_golem, 20, 1, 1
19071, extreme_hills, minecraft:snowy_slopes, MONSTER, species:limpet, 20, 1, 1
19072, extreme_hills, minecraft:snowy_slopes, MONSTER, species:quake, 20, 1, 1
19073, extreme_hills, minecraft:snowy_slopes, MONSTER, windswept:chilled, 50, 3, 7
19074, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:dicer, 60, 1, 1
19075, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:frowzy, 60, 4, 4
19076, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:guzzler, 60, 1, 1
19077, extreme_hills, minecraft:snowy_slopes, MONSTER, caverns_and_chasms:mime, 60, 1, 1
19078, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:pale_spider, 60, 4, 4
19079, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:ramble, 60, 1, 1
19080, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:slug, 50, 2, 2
19081, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:terror, 50, 1, 1
19082, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:trembler, 50, 1, 1
19083, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:umber_spider, 50, 4, 4
19084, extreme_hills, minecraft:snowy_slopes, MONSTER, opposing_force:volt, 50, 4, 4
19085, extreme_hills, minecraft:snowy_slopes, MONSTER, species:wicked, 10, 1, 3
19086, extreme_hills, minecraft:snowy_slopes, MONSTER, alexsmobs:centipede_head, 50, 1, 1
19087, extreme_hills, minecraft:snowy_slopes, MONSTER, alexsmobs:farseer, 50, 1, 1
19088, extreme_hills, minecraft:snowy_slopes, MONSTER, alexsmobs:murmur, 50, 1, 1
19089, extreme_hills, minecraft:snowy_slopes, MONSTER, mythsandlegends:amarok, 50, 1, 1
19090, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:baby_skeleton, 50, 1, 2
19091, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:baby_spider, 50, 3, 5
19092, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:barrel_zombie, 50, 1, 1
19093, extreme_hills, minecraft:snowy_slopes, MONSTER, quark:stoneling, 10, 1, 1
19094, extreme_hills, minecraft:snowy_slopes, MONSTER, quark:toretoise, 10, 2, 4
19095, extreme_hills, minecraft:snowy_slopes, MONSTER, thermal:blizz, 50, 1, 4
19096, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
19097, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
19098, extreme_hills, minecraft:snowy_slopes, MONSTER, ancient_elements:boulder, 50, 1, 1
19099, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
19100, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
19101, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
19102, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
19103, extreme_hills, minecraft:snowy_slopes, MONSTER, ancient_elements:dig, 50, 2, 2
19104, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
19105, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
19106, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
19107, extreme_hills, minecraft:snowy_slopes, MONSTER, ancient_elements:drimble, 10, 1, 1
19108, extreme_hills, minecraft:snowy_slopes, MONSTER, foolish:dweller, 50, 4, 4
19109, extreme_hills, minecraft:snowy_slopes, MONSTER, foolish:excavore, 50, 1, 1
19110, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
19111, extreme_hills, minecraft:snowy_slopes, MONSTER, mythsandlegends:gargoyle, 60, 1, 3
19112, extreme_hills, minecraft:snowy_slopes, MONSTER, foolish:great_keenark, 10, 1, 1
19113, extreme_hills, minecraft:snowy_slopes, MONSTER, mythsandlegends:karakondjul, 50, 1, 1
19114, extreme_hills, minecraft:snowy_slopes, MONSTER, foolish:keenark, 10, 4, 4
19115, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
19116, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
19117, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
19118, extreme_hills, minecraft:snowy_slopes, MONSTER, adamsarsplus:mage, 50, 1, 2
19119, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
19120, extreme_hills, minecraft:snowy_slopes, MONSTER, goety:reaper, 20, 1, 1
19121, extreme_hills, minecraft:snowy_slopes, MONSTER, goety:wraith, 20, 1, 1
19122, extreme_hills, minecraft:snowy_slopes, MONSTER, goety:web_spider, 10, 4, 4
19123, extreme_hills, minecraft:snowy_slopes, MONSTER, goety:icy_spider, 50, 4, 4
19124, extreme_hills, minecraft:snowy_slopes, MONSTER, goety:warlock, 10, 1, 1
19125, extreme_hills, minecraft:snowy_slopes, MONSTER, goety:heretic, 15, 1, 1
19126, extreme_hills, minecraft:snowy_slopes, MONSTER, goety:maverick, 15, 1, 1
19127, extreme_hills, minecraft:snowy_slopes, MONSTER, goety_cataclysm:draugr_necromancer, 50, 1, 1
19128, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:mother_spider, 10, 1, 1
19129, extreme_hills, minecraft:snowy_slopes, MONSTER, mowziesmobs:grottol, 25, 1, 1
19130, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
19131, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
19132, extreme_hills, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
19133, extreme_hills, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
19134, extreme_hills, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
19135, extreme_hills, minecraft:snowy_slopes, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
19136, extreme_hills, minecraft:snowy_slopes, MONSTER, irons_spellbooks:necromancer, 50, 1, 1
19137, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
19138, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
19139, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
19140, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
19141, extreme_hills, minecraft:snowy_slopes, MONSTER, ancient_elements:scamp, 35, 1, 1
19142, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:senor_pumpkin, 15, 1, 2
19143, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
19144, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
19145, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
19146, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
19147, extreme_hills, minecraft:snowy_slopes, MONSTER, knightquest:eldbomb, 50, 1, 2
19148, extreme_hills, minecraft:snowy_slopes, MONSTER, knightquest:eldknight, 50, 1, 1
19149, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
19150, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
19151, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
19152, extreme_hills, minecraft:snowy_slopes, MONSTER, ancient_elements:stone_golem, 50, 1, 1
19153, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
19154, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
19155, extreme_hills, minecraft:snowy_slopes, MONSTER, ancient_elements:undead_miner, 50, 1, 2
19156, extreme_hills, minecraft:snowy_slopes, MONSTER, terramity:uvogre, 10, 1, 1
19157, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
19158, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
19159, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
19160, extreme_hills, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
19161, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 50, 2, 3
19162, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:goat, 50, 1, 3
19163, extreme_hills, minecraft:snowy_slopes, CREATURE, tameablebeasts:argentavis, 50, 1, 4
19164, extreme_hills, minecraft:snowy_slopes, CREATURE, forbidden_arcanus:lost_soul, 50, 1, 3
19165, extreme_hills, minecraft:snowy_slopes, CREATURE, windswept:frostbiter, 50, 1, 3
19166, extreme_hills, minecraft:snowy_slopes, CREATURE, alexsmobs:sunbird, 50, 1, 1
19167, extreme_hills, minecraft:snowy_slopes, CREATURE, alexsmobs:snow_leopard, 50, 1, 2
19168, extreme_hills, minecraft:snowy_slopes, CREATURE, quark:shiba, 50, 1, 3
19169, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:drygmy, 15, 1, 2
19170, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:gift_starby, 50, 1, 1
19171, extreme_hills, minecraft:snowy_slopes, CREATURE, faunify:hedgehog, 50, 2, 3
19172, extreme_hills, minecraft:snowy_slopes, CREATURE, alshanex_familiars:mage_pet, 50, 1, 1
19173, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:starbuncle, 25, 1, 2
19174, extreme_hills, minecraft:snowy_slopes, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
19175, extreme_hills, minecraft:snowy_slopes, CREATURE, faunify:weasel, 6, 2, 3
19176, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:whirlisprig, 15, 1, 2
19177, extreme_hills, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 50, 8, 8
19178, extreme_hills, minecraft:snowy_slopes, AMBIENT, caverns_and_chasms:glare, 50, 1, 1
19179, extreme_hills, minecraft:snowy_slopes, AMBIENT, alexsmobs:fly, 50, 2, 3
19180, extreme_hills, minecraft:snowy_slopes, AMBIENT, alexsmobs:cockroach, 50, 5, 5
19181, extreme_hills, minecraft:snowy_slopes, AMBIENT, alexsmobs:underminer, 50, 1, 1
19182, extreme_hills, minecraft:snowy_slopes, AMBIENT, terramity:blue_fairy, 50, 1, 2
19183, extreme_hills, minecraft:snowy_slopes, AMBIENT, terramity:cave_gnome, 10, 1, 3
19184, extreme_hills, minecraft:snowy_slopes, AMBIENT, terramity:green_fairy, 50, 2, 3
19185, extreme_hills, minecraft:snowy_slopes, AMBIENT, terramity:pink_fairy, 50, 1, 2
19186, extreme_hills, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 50, 4, 6
19187, extreme_hills, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
19188, extreme_hills, minecraft:snowy_slopes, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
19189, extreme_hills, minecraft:snowy_slopes, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
19190, extreme_hills, minecraft:snowy_slopes, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 50, 5, 12
19191, extreme_hills, minecraft:snowy_slopes, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
19192, extreme_hills, minecraft:snowy_slopes, caverns_and_chasms:lost_goat, caverns_and_chasms:lost_goat, 50, 1, 1
19193, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 60, 4, 4
19194, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 60, 4, 4
19195, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 50, 1, 1
19196, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 60, 4, 4
19197, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 60, 4, 4
19198, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 60, 4, 4
19199, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 40, 1, 4
19200, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 30, 1, 1
19201, taiga, minecraft:snowy_taiga, MONSTER, species:bewereager, 50, 1, 2
19202, taiga, minecraft:snowy_taiga, MONSTER, species:cliff_hanger, 50, 1, 1
19203, taiga, minecraft:snowy_taiga, MONSTER, species:ghoul, 50, 1, 1
19204, taiga, minecraft:snowy_taiga, MONSTER, embers:ancient_golem, 20, 1, 1
19205, taiga, minecraft:snowy_taiga, MONSTER, species:limpet, 20, 1, 1
19206, taiga, minecraft:snowy_taiga, MONSTER, species:quake, 20, 1, 1
19207, taiga, minecraft:snowy_taiga, MONSTER, windswept:chilled, 50, 3, 7
19208, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:dicer, 60, 1, 1
19209, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:frowzy, 60, 4, 4
19210, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:guzzler, 60, 1, 1
19211, taiga, minecraft:snowy_taiga, MONSTER, caverns_and_chasms:mime, 60, 1, 1
19212, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:pale_spider, 60, 4, 4
19213, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:ramble, 60, 1, 1
19214, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:slug, 50, 2, 2
19215, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:terror, 50, 1, 1
19216, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:trembler, 50, 1, 1
19217, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:umber_spider, 50, 4, 4
19218, taiga, minecraft:snowy_taiga, MONSTER, opposing_force:volt, 50, 4, 4
19219, taiga, minecraft:snowy_taiga, MONSTER, species:wicked, 10, 1, 3
19220, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 50, 1, 1
19221, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:farseer, 50, 1, 1
19222, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:murmur, 50, 1, 1
19223, taiga, minecraft:snowy_taiga, MONSTER, mythsandlegends:amarok, 50, 1, 1
19224, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 50, 1, 2
19225, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:baby_spider, 50, 3, 5
19226, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:barrel_zombie, 50, 1, 1
19227, taiga, minecraft:snowy_taiga, MONSTER, quark:stoneling, 10, 1, 1
19228, taiga, minecraft:snowy_taiga, MONSTER, quark:toretoise, 10, 2, 4
19229, taiga, minecraft:snowy_taiga, MONSTER, thermal:blizz, 50, 1, 4
19230, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
19231, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
19232, taiga, minecraft:snowy_taiga, MONSTER, ancient_elements:boulder, 50, 1, 1
19233, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
19234, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
19235, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
19236, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
19237, taiga, minecraft:snowy_taiga, MONSTER, ancient_elements:dig, 50, 2, 2
19238, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
19239, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
19240, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
19241, taiga, minecraft:snowy_taiga, MONSTER, ancient_elements:drimble, 10, 1, 1
19242, taiga, minecraft:snowy_taiga, MONSTER, foolish:dweller, 50, 4, 4
19243, taiga, minecraft:snowy_taiga, MONSTER, foolish:excavore, 50, 1, 1
19244, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
19245, taiga, minecraft:snowy_taiga, MONSTER, foolish:great_keenark, 10, 1, 1
19246, taiga, minecraft:snowy_taiga, MONSTER, mythsandlegends:karakondjul, 50, 1, 1
19247, taiga, minecraft:snowy_taiga, MONSTER, foolish:keenark, 10, 4, 4
19248, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
19249, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
19250, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
19251, taiga, minecraft:snowy_taiga, MONSTER, adamsarsplus:mage, 50, 1, 2
19252, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
19253, taiga, minecraft:snowy_taiga, MONSTER, goety:reaper, 20, 1, 1
19254, taiga, minecraft:snowy_taiga, MONSTER, goety:wraith, 20, 1, 1
19255, taiga, minecraft:snowy_taiga, MONSTER, goety:web_spider, 10, 4, 4
19256, taiga, minecraft:snowy_taiga, MONSTER, goety:icy_spider, 50, 4, 4
